RECIPEID,VER,TREADCODE,RELEASE_TIME,HISTORY_PDATE,USERNAME,COMMENTS,RELEASED,RESYNCED,STATFLAG,BAFFACTOR,PMDFACTOR,BAFFACTOR_TG,PMDFACTOR_TG,PRIMARYLIMITSETID,CPKLIMITSETID,AUDITLIMITSETID,ART10,VAR,DESCRIPTION,TIRESIZE,TRADE_NAME,CUSTOMERCODE,PASSQC,CUSTOMERDESC,BRAND,PLY,PLYMAT,TGROUP,TSUBGROUP,WEIGHT,WIDTH,AR,RD,LI,SS,LR,SSR,LOAD,RW,INFLATION,CONBIAS,STBT_CW,STBT_CCW,UPDATE_LIMIT,LSID_T1,LSID_T2,LSID_T3,RFPP_T1,RFPP_T2,RFPP_T3,RFH1_T1,RFH1_T2,RFH1_T3,RFH2_T1,RFH2_T2,RFH2_T3,LFPP_T1,LFPP_T2,LFPP_T3,LFH1_T1,LFH1_T2,LFH1_T3,LFH2_T1,LFH2_T2,LFH2_T3,CONU_T1,CONU_T2,CONU_T3,CONL_T1,CONL_T2,CONL_T3,CONP_T1,CONP_T2,CONP_T3,CONN_T1,CONN_T2,CONN_T3,PLYU_T1,PLYU_T2,PLYU_T3,PLYL_T1,PLYL_T2,PLYL_T3,TG_RIMWIDTH,TG_BEATSEATWIDTH,TG_POPINFL,TG_POPINFLDWELLTIME,TG_INFL,TG_INFL2,TG_BUL_STBT,TG_TRACKS,RROM_T1,RROM_T2,RROM_T3,RROH1_T1,RROH1_T2,RROH1_T3,RROH2_T1,RROH2_T2,RROH2_T3,LROM_T1,LROM_T2,LROM_T3,LROH1_T1,LROH1_T2,LROH1_T3,BULS_T1,BULS_T2,BULS_T3,DEPS_T1,DEPS_T2,DEPS_T3,TB_RIMWIDTH,TB_ADAPTERRW,TB_SEALRW,TB_INFL,TB_POPINFL,TB_POPINFLDWELLTIME,TB_PREFSTATLIMIT,TB_WEIGHT,WPS_PROVIDEDWEIGHT,TBALW_T1,TBALW_T2,TBALW_T3,BBALW_T1,BBALW_T2,BBALW_T3,SBALW_T1,SBALW_T2,SBALW_T3,SBALPC_T1,SBALPC_T2,SBALPC_T3,SBAL_T1,SBAL_T2,SBAL_T3,DESCRIPTION2
187578,65,:ARRW,12/Mar/2026 18:13:26,,huqi,,1,1,1,7,,,,15456,15456,15456,1550222000,0,245/75 R 17 T Grabber AT5 ,245/75 R 17,Grabber AT5 ,000,3,Replacement,GT,2,POLYESTER,01,002,18315,245.00 mm,75,17,112,T,,0,8000,7.00,200000,0,3,2,12/Mar/2026 18:13:08,444093,444094,444095,145,145,165,100,100,110,9960,9970,9980,105,105,110,0,0,0,0,0,0,105,105,105,-105,-105,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,1.1,1.3,1.6,0,0,0,0,0,0,1.6,1.8,2,1,1.1,1.4,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,6.000012,200000,300000,2,1,,,95,95,105,95,95,105,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,245/75 R 17 T Grabber AT5 
187579,74,LLG,12/Mar/2026 18:13:26,,huqi,,1,1,5,7,,7,,7830,7830,7830,1550223000,0,255/75 R 17 T Grabber AT5 ,255/75 R 17,Grabber AT5 ,000,3,Replacement,GT,0,,01,002,18388,255.00 MM,75,17,115,T,,0,9000,7.00,200000,,3,2,12/Mar/2026 18:13:08,444097,444098,444099,145,145,165,100,100,110,9960,9970,9980,105,105,110,0,0,0,0,0,0,105,105,105,-105,-105,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,1.1,1.3,1.6,0,0,0,0,0,0,1.6,1.8,2,1,1.1,1.4,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,2,1,,,95,95,105,95,95,105,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,255/75 R 17 T Grabber AT5 
186375,56,:LRR,28/Feb/2026 11:51:40,,kun huang,,1,1,5,7,,7,,7818,7818,7818,1550230000,0,215/50 R 17 V PROTECH PT5,215/50 R 17,PROCONTACT TX ,000,3,Replacement,C,0,,01,002,9016,215.00 MM,50,17,91,H,,0,4000,7.00,200000,0,3,2,28/Feb/2026 11:23:50,438211,438212,438213,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.500015,200000,300000,1,1,,,50,50,60,50,50,60,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,215/50 R 17 V PROTECH PT5
186376,58,LBL,28/Feb/2026 11:51:40,,kun huang,,1,1,1,7,,,,15456,15456,15456,1550253000,0,245/45 R 18 V PROCONTACT TX ,245/45 R 18,PROCONTACT TX ,000,3,Replacement,C,0,,01,002,11386,245.00 MM,45,18,100,V,,0,5000,8.00,200000,,3,2,28/Feb/2026 11:23:50,438215,438216,438217,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,1,1,,,50,50,60,50,50,60,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,245/45 R 18 V PROCONTACT TX 
186377,65,:OGGA,28/Feb/2026 11:51:41,,kun huang,,1,1,1,7,,,,7802,7802,7802,1550513000,0,235/60 R 18 V PROCONTACT TX ,235/60 R 18,PROCONTACT TX ,000,3,Replacement,C,2,POLYESTER,01,002,12392,235.00 mm,60,18,103,V,,0,6300,7.00,200000,,3,2,28/Feb/2026 11:23:50,438219,438220,438221,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,2,1,,,70,70,80,70,70,80,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,235/60 R 18 V PROCONTACT TX 
186378,88,RAAGA,28/Feb/2026 11:51:41,,kun huang,,1,1,1,7,,,,15456,15456,15456,1551538000,0, 225/55 ZR 16 W SUMMERSTAR 2,225/55 ZR 16,,000,3,Replacement,C,,,01,001,9949,,55,16,95,W,,,5000,7.00,200000,0,3,2,28/Feb/2026 11:23:50,438223,438224,438225,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.500015,200000,300000,1,1,,,50,50,60,50,50,60,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8, 225/55 ZR 16 W SUMMERSTAR 2
186379,49,:LLOG,28/Feb/2026 11:51:42,,kun huang,,1,1,1,7,,,,15456,15456,15456,1554525000,0,205/55 R 17 W Altimax GU5 SSR ,205/55 R 17,Altimax GU5 SSR ,000,3,Replacement,GT,0,,01,001,11161,205.00 MM,55,17,91,W,,1,4000,6.50,200000,0,3,2,28/Feb/2026 11:23:50,438227,438228,438229,125,125,145,95,95,115,9960,9970,9980,90,90,95,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.500013,,6.000012,200000,300000,1,1,,,55,55,65,55,55,65,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,205/55 R 17 W Altimax GU5 SSR 
186380,44,LG:,28/Feb/2026 11:51:42,,kun huang,,1,1,1,7,,,,7830,7830,7830,1554526000,0,225/60 R 17 V Altimax GU5 SSR ,225/60 R 17,Altimax GU5 SSR ,000,3,Replacement,GT,0,,01,001,14323,225.00 MM,60,17,99,V,,1,5000,6.50,200000,0,3,2,28/Feb/2026 11:23:50,438231,438232,438233,125,125,145,95,95,115,9960,9970,9980,90,90,95,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.500013,,6.000012,200000,300000,1,1,,,65,65,75,65,65,75,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,225/60 R 17 V Altimax GU5 SSR 
186381,38,:LL,28/Feb/2026 11:51:43,,kun huang,,1,1,1,7,,,,15456,15456,15456,1554578000,0,195/65 R 15 H ALTIMAX ONE  ,195/65 R 15,ALTIMAX ONE ,000,3,Replacement,GT,0,,01,001,7596,195.00 MM,65,15,91,H,,0,4000,6.00,200000,0,3,2,28/Feb/2026 11:23:50,438235,438236,438237,125,125,145,95,95,115,9960,9970,9980,80,80,90,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.000012,,6.000012,200000,300000,1,1,,,45,45,55,45,45,55,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,195/65 R 15 H ALTIMAX ONE  
186382,41,:APG,28/Feb/2026 11:51:43,,kun huang,,1,1,1,7,,,,7818,7818,7818,1554869000,0,225/50 R 17 W AltiMax GS5,225/50 R 17,AltiMax GS5 ,000,3,Replacement,GT,2,POLYESTER,01,001,10375,225.00 mm,50,17,98,W,,0,5000,7.00,200000,,3,2,28/Feb/2026 11:23:50,438239,438240,438241,125,125,145,95,95,115,9960,9970,9980,90,90,95,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,1,1,,0,55,55,65,55,55,65,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,225/50 R 17 W AltiMax GS5
186383,40,:WWRP,28/Feb/2026 11:51:44,,kun huang,,1,1,1,7,,,,7802,7802,7802,1554870000,0,225/55 R 17 W AltiMax GS5,225/55 R 17,AltiMax GS5 ,000,3,Replacement,GT,1,POLYESTER,01,001,10654,225.00 mm,55,17,101,W,,0,5000,7.00,200000,,3,2,28/Feb/2026 11:23:50,438243,438244,438245,125,125,145,95,95,115,9960,9970,9980,90,90,95,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,1,1,,,55,55,65,55,55,65,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,225/55 R 17 W AltiMax GS5
186384,60,:LGG,28/Feb/2026 11:51:44,,kun huang,,1,1,1,7,,,,7830,7830,7830,1557056000,0, 245/45 R 19 V PROCONTACT RX ,245/45 R 19,PROCONTACT RX ,000,3,Replacement,C,0,,01,002,12582,245.00 MM,45,19,98,V,,0,5000,8.00,200000,0,3,2,28/Feb/2026 11:23:50,438247,438248,438249,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,1,1,,,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8, 245/45 R 19 V PROCONTACT RX 
186385,44,L:LAL,28/Feb/2026 11:51:44,,kun huang,,1,1,1,7,,,,7830,7830,7830,1557152000,0,245/45 R 19 V PROCONTACT RX ,245/45 R 19,PROCONTACT RX ,000,3,Replacement,C,0,,01,002,13201,245.00 MM,45,19,102,V,,0,5000,8.00,200000,0,3,2,28/Feb/2026 11:23:50,438251,438252,438253,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,1,1,,,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,245/45 R 19 V PROCONTACT RX 
186386,58,:WGAG,28/Feb/2026 11:51:45,,kun huang,,1,1,1,7,,,,7802,7802,7802,1557221000,0,245/45 R 20 H PROCONTACT TX,245/45 R 20,PROCONTACT TX ,000,3,Replacement,C,2,POLYESTER,01,002,12792,245.00 mm,45,20,99,H,,0,5000,8.00,200000,0,3,2,28/Feb/2026 11:23:50,438255,438256,438257,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,400.0008,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,2,0,,0,70,70,80,70,70,80,996,997,998,996,997,998,9.8,9.8,9.8,245/45 R 20 H PROCONTACT TX
187353,134,:WGAG,28/Feb/2026 12:14:30,,kun huang,,1,1,5,7,,,,267412,267412,267412,1557221013,0,245/45 R 20 H PROCONTACT TX,245/45 R 20,PROCONTACT TX ,013,2,General Motors,C,2,POLYESTER,01,002,12792,245.00 mm,45,20,99,H,,0,5320,8.50,210000,,4,4,28/Feb/2026 12:08:08,442986,442987,442988,110,110,135,55,55,95,55,55,95,80,80,80,70,70,70,0,0,0,55,55,95,-55,-55,-95,-55,-55,-75,-55,-55,-75,9990,9990,9990,1,1,1,,,400000,,400000,,,107,0.9,0.9,1.3,0,0,0,0,0,0,1.1,1.1,1.3,1,1,1.3,1,1,1.3,0.8,0.8,1.3,8.500017,,8.000016,210000,300000,1,3,,0,50,50,80,50,50,80,74.1,74.1,94.1,996,997,998,0.3,0.3,0.3,245/45 R 20 H PROCONTACT TX
186387,61,:ORRW,28/Feb/2026 11:51:45,,kun huang,,1,1,1,7,,,,7802,7802,7802,1557222000,0,235/60 R 18 H PROCONTACT TX,235/60 R 18,PROCONTACT TX ,000,3,Replacement,C,2,POLYESTER,01,002,13151,235.00 mm,60,18,103,H,,0,6300,7.00,200000,,3,2,28/Feb/2026 11:23:50,438259,438260,438261,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,2,1,,0,70,70,80,70,70,80,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,235/60 R 18 H PROCONTACT TX
187354,110,:ORRW,28/Feb/2026 12:14:31,,kun huang,,1,1,1,7,,,,120336,120336,120336,1557222013,0,235/60 R 18 H PROCONTACT TX,235/60 R 18,PROCONTACT TX ,013,2,General Motors,C,2,POLYESTER,01,002,13151,235.00 mm,60,18,103,H,,0,6007,8.00,210000,,4,4,28/Feb/2026 12:08:08,442990,442991,442992,110,110,125,55,55,95,55,55,95,80,80,80,70,70,80,0,0,0,55,55,95,-55,-55,-95,-55,-55,-75,-55,-55,-75,9990,9990,9990,1,1,1,,,400000,,400000,,,107,0.9,0.9,1.3,0,0,0,0,0,0,1.1,1.1,1.3,1,1,1.3,1,1,1.3,0.8,0.8,1.3,8.000016,,8.000016,210000,400000,1,3,,0,50,50,90,50,50,90,67.6,67.6,87.6,996,997,998,0.2,0.2,0.3,235/60 R 18 H PROCONTACT TX
186388,48,:RWOW,28/Feb/2026 11:51:46,,kun huang,,1,1,1,7,,,,7802,7802,7802,1557241000,0,235/45 R 19 H CONTIPROCONTACT,235/45 R 19,CONTIPROCONTACT ,000,3,Replacement,C,2,POLYESTER,01,002,11482,235.00 mm,45,19,95,H,,0,5000,8.00,200000,,3,2,28/Feb/2026 11:23:50,438263,438264,438265,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.000014,200000,300000,2,1,,,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,235/45 R 19 H CONTIPROCONTACT
186389,51,:ORR,28/Feb/2026 11:51:46,,kun huang,,1,1,1,7,,,,15456,15456,15456,1557247000,0,225/60 R 18 H PROCONTACT TX ,225/60 R 18,PROCONTACT TX ,000,3,Replacement,C,2,POLYESTER,01,002,11322,225.00 mm,60,18,100,H,,0,5600,6.50,200000,,3,2,28/Feb/2026 11:23:50,438267,438268,438269,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.500013,,6.000012,200000,300000,2,1,,0,70,70,80,70,70,80,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,225/60 R 18 H PROCONTACT TX 
186390,41,:AWWP,28/Feb/2026 11:51:47,,kun huang,,1,1,1,7,,,,7802,7802,7802,1557423000,0,255/55 R 19 V Tera Tech HT ,255/55 R 19,Tera Tech HT ,000,3,Replacement,V,2,POLYESTER,01,001,15026,255.00 mm,55,19,111,V,,0,7100,8.00,200000,,3,2,28/Feb/2026 11:23:50,438271,438272,438273,125,125,145,95,95,115,9960,9970,9980,90,90,95,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,2,1,,,85,85,95,85,85,95,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,255/55 R 19 V Tera Tech HT 
186391,38,:LRO,28/Feb/2026 11:51:47,,kun huang,,1,1,1,7,,,,7830,7830,7830,1557503000,0,225/65 R 17 H CROSSCONTACT RX ,225/65 R 17,CROSSCONTACT RX CROSSCONTACT,000,3,Replacement,C,0,,01,002,10892,225.00 MM,65,17,102,H,,0,6300,6.50,200000,0,3,2,28/Feb/2026 11:23:50,438275,438276,438277,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.500013,,5.500011,200000,300000,2,1,,,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,225/65 R 17 H CROSSCONTACT RX 
186392,36,:PPO,28/Feb/2026 11:51:48,,kun huang,,1,1,1,7,,,,15456,15456,15456,1557890000,0,195/55 R 16 V UltraContact UC7 SSR,195/55 R 16,UltraContact UC7 SSR ,000,3,Replacement,C,2,POLYESTER,01,001,10889,195.00 mm,55,16,87,V,,1,4000,6.00,240000,0,3,2,28/Feb/2026 11:23:50,438279,438280,438281,118,118,140,87,87,110,9960,9970,9980,70,70,85,0,0,0,0,0,0,61,61,105,-61,-61,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.000012,,6.000012,200000,300000,1,0,,0,45,45,60,45,45,60,996,997,998,9996,9997,9998,9.8,9.8,9.8,195/55 R 16 V UltraContact UC7 SSR
186393,26,O:OAA,28/Feb/2026 11:51:48,,kun huang,,1,1,1,7,,,,15456,15456,15456,1557896000,0,245/45 R 18 Y UltraContact UC7 SSR,245/45 R 18,UltraContact UC7 SSR ,000,3,Replacement,C,2,RAYON,01,001,13777,245.00 mm,45,18,100,Y,,1,5000,8.00,200000,,3,2,28/Feb/2026 11:23:50,438283,438284,438285,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,8.000016,200000,300000,1,1,,,55,55,70,55,55,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,245/45 R 18 Y UltraContact UC7 SSR
186394,28,:WPWP,28/Feb/2026 11:51:48,,kun huang,,1,1,1,7,,,,7830,7830,7830,1557915000,0,245/45 R 19 V PROCONTACT RX,245/45 R 19,PROCONTACT RX ,000,3,Replacement,C,2,POLYESTER,01,002,12229,245.00 mm,45,19,102,V,,0,5000,8.00,200000,0,3,2,28/Feb/2026 11:23:50,438287,438288,438289,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,1,1,,0,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,245/45 R 19 V PROCONTACT RX
187355,32,:WPWP,28/Feb/2026 12:14:31,,kun huang,,1,1,5,7,,,,115282,115282,115282,1557915040,0,245/45 R 19 V PROCONTACT RX,245/45 R 19,PROCONTACT RX ,040,2,Volvo,C,2,POLYESTER,01,002,12229,245.00 mm,45,19,102,V,,0,5000,9.00,200000,,3,3,28/Feb/2026 12:08:08,443002,443003,443004,80,80,125,60,60,95,30,30,9980,80,80,80,0,0,0,0,0,0,40,40,95,-40,-40,-95,0,0,0,0,0,0,9980,9980,9980,1,1,1,,,400000,,400000,,,107,0.9,0.9,1.5,0,0,0,0,0,0,1.1,1.1,1.6,1,1,1.3,0.9,0.9,1.3,0.8,0.8,1.3,9.000018,,9.000018,200000,400000,2,1,,0,60,60,90,60,60,90,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,245/45 R 19 V PROCONTACT RX
186395,26,:RAAP,28/Feb/2026 11:51:49,,kun huang,,1,1,1,7,,,,15456,15456,15456,1557942000,0,235/40 R 18 V PROCONTACT RX SSR,235/40 R 18,PROCONTACT RX SSR ,000,3,Replacement,C,2,POLYESTER,01,002,12083,235.00 mm,40,18,91,V,,1,4000,8.50,240000,,3,2,28/Feb/2026 11:23:50,438291,438292,438293,106,106,130,74,74,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,76,76,105,-76,-76,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.500017,,8.500017,200000,300000,2,0,,0,55,55,65,55,55,65,996,997,998,9996,9997,9998,9.8,9.8,9.8,235/40 R 18 V PROCONTACT RX SSR
186396,4,:PGAR,28/Feb/2026 11:51:49,,kun huang,,1,1,1,7,,,,7802,7802,7802,1558063000,0,235/55 R 18 V PremiumContact 6,235/55 R 18,PremiumContact 6 ,000,3,Replacement,C,2,POLYESTER,01,001,12300,235.00 mm,55,18,100,V,,0,5600,7.50,200000,0,3,2,28/Feb/2026 11:23:50,438295,438296,438297,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.500015,,7.000014,200000,300000,2,1,,0,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,235/55 R 18 V PremiumContact 6
188556,2,A:PRP,09/Jul/2026 17:48:34,,huqi,,1,1,1,7,,,,7830,7830,7830,1558503000,0,185/60 R 15 H ALTIMAX GX,185/60 R 15,ALTIMAX GX ,000,3,Replacement,GT,1,POLYESTER,01,002,7543,185.00 mm,60,15,84,H,,0,3150,5.50,200000,0,3,2,09/Jul/2026 17:48:30,449356,449357,449358,125,125,145,95,95,115,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,5.500011,,5.500011,200000,300000,1,0,,0,45,45,60,45,45,60,996,997,998,966,997,998,9.8,9.8,9.8,185/60 R 15 H ALTIMAX GX
188462,2,O:PAW,24/Jun/2026 11:56:31,,huqi,,1,1,1,7,,,,15456,15456,15456,1558504000,0,185/65 R 15 H ALTIMAX GX,185/65 R 15,ALTIMAX GX ,000,3,Replacement,GT,1,POLYESTER,01,002,7636,185.00 mm,65,15,88,H,,0,4000,5.50,200000,,3,2,24/Jun/2026 11:55:26,448669,448670,448671,125,125,135,95,95,105,9960,9970,9980,80,80,80,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,5.500011,,5.500011,200000,300000,1,0,,0,45,45,50,45,45,50,996,997,998,996,997,998,9.8,9.8,9.8,185/65 R 15 H ALTIMAX GX
188452,2,:GPGO,22/Jun/2026 13:25:21,,huqi,,1,1,1,7,,,,15456,15456,15456,1558545000,0,195/65 R 15 V ALTIMAX GX,195/65 R 15,ALTIMAX GX ,000,3,Replacement,GT,1,POLYESTER,01,002,8497,195.00 mm,65,15,91,V,,0,4000,6.00,200000,0,3,2,22/Jun/2026 13:25:12,448617,448618,448619,125,125,145,95,95,115,9960,9970,9980,80,80,90,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.000012,,6.000012,200000,300000,1,0,,0,45,45,55,45,45,55,996,997,998,996,997,998,9.8,9.8,9.8,195/65 R 15 V ALTIMAX GX
